"Epoch (UTC)","Ch 7.07500E6 Hz (W/m^2/Hz)"
2016-07-03T12:20:33.470Z,1.5799E-21
2016-07-03T12:21:16.307Z,8.1581E-20
2016-07-03T12:21:59.143Z,1.4988E-20
2016-07-03T12:22:41.984Z,9.3265E-20
2016-07-03T12:23:24.822Z,1.1374E-19
2016-07-03T12:24:07.670Z,5.2412E-20
2016-07-03T12:24:50.506Z,1.2100E-19
2016-07-03T12:25:33.345Z,7.9572E-20
2016-07-03T12:26:16.186Z,1.0669E-19
2016-07-03T12:26:59.027Z,1.1092E-19
2016-07-03T12:27:41.868Z,1.2952E-19
2016-07-03T12:28:24.708Z,1.0067E-19
2016-07-03T12:29:07.549Z,8.4308E-20
2016-07-03T12:29:50.389Z,9.7025E-20
2016-07-03T12:30:33.225Z,9.2431E-20
2016-07-03T12:31:16.066Z,1.3564E-19
2016-07-03T12:31:58.908Z,1.2100E-19
2016-07-03T12:32:41.743Z,9.0978E-20
2016-07-03T12:33:24.583Z,1.8136E-19
2016-07-03T12:34:07.424Z,3.4651E-20
2016-07-03T12:34:50.264Z,1.2886E-19
2016-07-03T12:35:33.109Z,1.0715E-19
2016-07-03T12:36:15.947Z,9.2431E-20
2016-07-03T12:36:58.786Z,1.3536E-19
2016-07-03T12:37:41.627Z,8.3409E-20
2016-07-03T12:38:24.467Z,1.3721E-19
2016-07-03T12:39:07.307Z,8.3435E-20
2016-07-03T12:39:50.143Z,5.7778E-20
2016-07-03T12:40:32.984Z,1.0067E-19
2016-07-03T12:41:15.826Z,1.4481E-19
2016-07-03T12:41:58.670Z,1.2637E-19
2016-07-03T12:42:41.510Z,3.3871E-20
2016-07-03T12:43:24.345Z,1.1959E-19
2016-07-03T12:44:07.182Z,1.6463E-19
2016-07-03T12:44:50.022Z,1.1286E-19
2016-07-03T12:45:32.865Z,1.2629E-19
2016-07-03T12:46:15.704Z,9.8951E-20
2016-07-03T12:46:58.540Z,1.2952E-19
2016-07-03T12:47:41.381Z,1.0018E-19
2016-07-03T12:48:24.217Z,9.8067E-20
2016-07-03T12:49:07.054Z,1.0836E-19
2016-07-03T12:49:49.893Z,1.1177E-19
2016-07-03T12:50:32.734Z,9.3958E-20
2016-07-03T12:51:15.576Z,2.6697E-19
2016-07-03T12:51:58.411Z,8.7172E-20
2016-07-03T12:52:41.260Z,1.0272E-19
2016-07-03T12:53:24.095Z,2.0478E-19
2016-07-03T12:54:06.932Z,7.9674E-20
2016-07-03T12:54:49.772Z,6.2728E-20
2016-07-03T12:55:32.615Z,1.2314E-19
2016-07-03T12:56:15.451Z,9.4801E-20
2016-07-03T12:56:58.290Z,1.2546E-19
2016-07-03T12:57:41.135Z,9.2767E-20
2016-07-03T12:58:23.972Z,1.2518E-19
2016-07-03T12:59:06.811Z,6.9137E-20
2016-07-03T12:59:49.658Z,1.0365E-19
2016-07-03T13:00:32.497Z,1.0364E-19
2016-07-03T13:01:15.338Z,1.0168E-19
2016-07-03T13:01:58.174Z,9.3446E-20
2016-07-03T13:02:41.013Z,6.8786E-20
2016-07-03T13:03:23.850Z,7.6156E-20
2016-07-03T13:04:06.691Z,1.8675E-19
2016-07-03T13:04:49.533Z,1.0571E-19
2016-07-03T13:05:32.372Z,1.0767E-19
2016-07-03T13:06:15.208Z,1.2248E-19
2016-07-03T13:06:58.049Z,1.4045E-19
2016-07-03T13:07:40.893Z,1.3892E-19
2016-07-03T13:08:23.734Z,1.3239E-19
2016-07-03T13:09:06.572Z,2.2490E-19
2016-07-03T13:09:49.411Z,1.4529E-19
2016-07-03T13:10:32.256Z,1.0715E-19
2016-07-03T13:11:15.095Z,1.8139E-19
2016-07-03T13:11:57.932Z,2.2745E-19
2016-07-03T13:12:40.783Z,1.1178E-19
2016-07-03T13:13:23.622Z,1.0684E-19
2016-07-03T13:14:06.463Z,1.1377E-19
2016-07-03T13:14:49.302Z,1.2209E-19
2016-07-03T13:15:32.138Z,8.4321E-20
2016-07-03T13:16:14.975Z,1.2629E-19
2016-07-03T13:16:57.816Z,1.5206E-19
2016-07-03T13:17:40.661Z,1.2000E-19
2016-07-03T13:18:23.502Z,1.9546E-19
2016-07-03T13:19:06.342Z,9.7941E-20
2016-07-03T13:19:49.177Z,1.0298E-19
2016-07-03T13:20:32.014Z,9.3958E-20
2016-07-03T13:21:14.859Z,8.6192E-20
2016-07-03T13:21:57.701Z,9.6781E-20
2016-07-03T13:22:40.536Z,9.5799E-20
2016-07-03T13:23:23.377Z,8.3521E-20
2016-07-03T13:24:06.222Z,1.8691E-19
2016-07-03T13:24:49.061Z,5.6770E-20
2016-07-03T13:25:31.902Z,1.3654E-19
2016-07-03T13:26:14.743Z,1.1905E-19
2016-07-03T13:26:57.583Z,2.3865E-19
2016-07-03T13:27:40.420Z,9.7721E-20
2016-07-03T13:28:23.263Z,6.8776E-20
2016-07-03T13:29:06.100Z,1.1726E-19
2016-07-03T13:29:48.941Z,8.3908E-20
2016-07-03T13:30:31.777Z,8.2532E-20
2016-07-03T13:31:14.618Z,1.3500E-19
2016-07-03T13:31:57.458Z,2.6567E-20
2016-07-03T13:32:40.299Z,1.1166E-19
2016-07-03T13:33:23.138Z,8.1866E-20
2016-07-03T13:34:05.975Z,1.1006E-19
2016-07-03T13:34:48.816Z,1.3894E-19
2016-07-03T13:35:31.661Z,9.5360E-20
2016-07-03T13:36:14.502Z,1.2525E-19
2016-07-03T13:36:57.342Z,1.0234E-19
2016-07-03T13:37:40.179Z,9.4036E-20
2016-07-03T13:38:23.014Z,7.2894E-20
