"Epoch (UTC)","Ch 2.12500E6 Hz (W/m^2/Hz)"
2016-07-03T13:56:56.847Z,2.9668E-20
2016-07-03T13:57:39.686Z,9.6009E-20
2016-07-03T13:58:22.522Z,1.6974E-19
2016-07-03T13:59:05.368Z,1.4900E-19
2016-07-03T13:59:48.204Z,1.5403E-19
2016-07-03T14:00:31.045Z,2.3386E-19
2016-07-03T14:01:13.888Z,6.6700E-20
2016-07-03T14:01:56.725Z,1.1476E-19
2016-07-03T14:02:39.566Z,9.6528E-20
2016-07-03T14:03:22.408Z,5.3349E-20
2016-07-03T14:04:05.243Z,1.2726E-19
2016-07-03T14:04:48.083Z,1.8139E-19
2016-07-03T14:05:30.927Z,6.1755E-20
2016-07-03T14:06:13.768Z,1.7762E-19
2016-07-03T14:06:56.609Z,7.7006E-20
2016-07-03T14:07:39.447Z,4.2743E-20
2016-07-03T14:08:22.286Z,5.0833E-20
2016-07-03T14:09:05.127Z,2.6076E-19
2016-07-03T14:09:47.963Z,1.4639E-19
2016-07-03T14:10:30.802Z,9.0948E-20
2016-07-03T14:11:13.639Z,5.8046E-20
2016-07-03T14:11:56.475Z,4.7745E-20
2016-07-03T14:12:39.316Z,6.1320E-20
2016-07-03T14:13:22.165Z,6.2047E-20
2016-07-03T14:14:05.010Z,1.4428E-19
2016-07-03T14:14:47.845Z,1.2471E-19
2016-07-03T14:15:30.682Z,1.7472E-19
2016-07-03T14:16:13.518Z,1.3404E-19
2016-07-03T14:16:56.359Z,9.4260E-20
2016-07-03T14:17:39.201Z,5.4815E-20
2016-07-03T14:18:22.040Z,8.3226E-20
2016-07-03T14:19:04.877Z,3.4187E-20
2016-07-03T14:19:47.717Z,9.6009E-20
2016-07-03T14:20:30.554Z,5.7136E-20
2016-07-03T14:21:13.393Z,2.3113E-19
2016-07-03T14:21:56.234Z,1.3267E-19
2016-07-03T14:22:39.076Z,9.2362E-20
2016-07-03T14:23:21.915Z,3.0283E-19
2016-07-03T14:24:04.760Z,6.8322E-20
2016-07-03T14:24:47.597Z,1.5838E-19
2016-07-03T14:25:30.432Z,7.2250E-19
2016-07-03T14:26:13.272Z,3.1794E-19
2016-07-03T14:26:56.118Z,1.1803E-19
2016-07-03T14:27:38.958Z,5.1760E-20
2016-07-03T14:28:21.799Z,2.5095E-19
2016-07-03T14:29:04.638Z,3.5357E-19
2016-07-03T14:29:47.475Z,8.8921E-20
2016-07-03T14:30:30.311Z,3.5828E-20
2016-07-03T14:31:13.158Z,5.3288E-20
2016-07-03T14:31:56.002Z,5.3075E-20
2016-07-03T14:32:38.838Z,1.0587E-19
2016-07-03T14:33:21.677Z,1.5234E-19
2016-07-03T14:34:04.514Z,4.1661E-20
2016-07-03T14:34:47.350Z,1.0866E-19
2016-07-03T14:35:30.191Z,4.9970E-20
2016-07-03T14:36:13.033Z,8.9655E-20
2016-07-03T14:36:55.872Z,1.3657E-19
2016-07-03T14:37:38.713Z,1.0130E-19
2016-07-03T14:38:21.552Z,1.8543E-19
2016-07-03T14:39:04.393Z,2.0501E-19
2016-07-03T14:39:47.229Z,1.6851E-19
2016-07-03T14:40:30.072Z,1.2162E-19
2016-07-03T14:41:12.911Z,4.9970E-20
2016-07-03T14:41:55.756Z,1.5300E-19
2016-07-03T14:42:38.597Z,3.6813E-19
2016-07-03T14:43:21.436Z,2.1307E-19
2016-07-03T14:44:04.272Z,1.2920E-19
2016-07-03T14:44:47.115Z,9.0948E-20
2016-07-03T14:45:29.954Z,5.6392E-20
2016-07-03T14:46:12.795Z,1.2884E-19
2016-07-03T14:46:55.635Z,6.6788E-20
2016-07-03T14:47:38.475Z,2.0593E-19
2016-07-03T14:48:21.311Z,1.0667E-19
2016-07-03T14:49:04.158Z,5.3553E-20
2016-07-03T14:49:46.997Z,1.7472E-19
2016-07-03T14:50:29.838Z,2.2658E-19
2016-07-03T14:51:12.677Z,1.5959E-19
2016-07-03T14:51:55.513Z,4.5816E-20
2016-07-03T14:52:38.350Z,6.9869E-20
2016-07-03T14:53:21.191Z,7.0309E-20
2016-07-03T14:54:04.027Z,8.8012E-20
2016-07-03T14:54:46.872Z,7.4934E-20
2016-07-03T14:55:29.708Z,7.5696E-20
2016-07-03T14:56:12.549Z,8.8055E-20
2016-07-03T14:56:55.389Z,7.2979E-20
2016-07-03T14:57:38.229Z,7.2472E-20
2016-07-03T14:58:21.076Z,6.3149E-20
2016-07-03T14:59:03.911Z,7.8745E-20
2016-07-03T14:59:46.760Z,9.6967E-20
