"Epoch (UTC)","Ch 6.12500E6 Hz (W/m^2/Hz)"
2016-07-03T13:00:32.497Z,6.1898E-20
2016-07-03T13:01:15.338Z,4.3654E-20
2016-07-03T13:01:58.174Z,8.0613E-20
2016-07-03T13:02:41.013Z,6.1163E-20
2016-07-03T13:03:23.850Z,6.8562E-20
2016-07-03T13:04:06.691Z,8.4007E-20
2016-07-03T13:04:49.533Z,3.4452E-20
2016-07-03T13:05:32.372Z,8.6299E-20
2016-07-03T13:06:15.208Z,2.1257E-20
2016-07-03T13:06:58.049Z,8.1322E-20
2016-07-03T13:07:40.893Z,5.5731E-20
2016-07-03T13:08:23.734Z,5.7983E-20
2016-07-03T13:09:06.572Z,5.7853E-20
2016-07-03T13:09:49.411Z,8.3213E-20
2016-07-03T13:10:32.256Z,7.1740E-20
2016-07-03T13:11:15.095Z,1.4524E-20
2016-07-03T13:11:57.932Z,3.8524E-19
2016-07-03T13:12:40.783Z,1.1571E-19
2016-07-03T13:13:23.622Z,5.8882E-20
2016-07-03T13:14:06.463Z,7.5329E-20
2016-07-03T13:14:49.302Z,9.1101E-20
2016-07-03T13:15:32.138Z,6.6327E-20
2016-07-03T13:16:14.975Z,1.0688E-20
2016-07-03T13:16:57.816Z,1.1924E-20
2016-07-03T13:17:40.661Z,4.8452E-20
2016-07-03T13:18:23.502Z,8.5118E-20
2016-07-03T13:19:06.342Z,4.9760E-20
2016-07-03T13:19:49.177Z,9.7893E-20
2016-07-03T13:20:32.014Z,6.8591E-20
2016-07-03T13:21:14.859Z,5.8870E-20
2016-07-03T13:21:57.701Z,3.4737E-20
2016-07-03T13:22:40.536Z,4.3500E-20
2016-07-03T13:23:23.377Z,7.6505E-20
2016-07-03T13:24:06.222Z,2.9620E-20
2016-07-03T13:24:49.061Z,5.5497E-20
2016-07-03T13:25:31.902Z,4.7899E-20
2016-07-03T13:26:14.743Z,4.1595E-20
2016-07-03T13:26:57.583Z,4.6693E-20
2016-07-03T13:27:40.420Z,5.0781E-20
2016-07-03T13:28:23.263Z,4.8512E-20
2016-07-03T13:29:06.100Z,3.6555E-20
2016-07-03T13:29:48.941Z,1.2782E-20
2016-07-03T13:30:31.777Z,5.6659E-20
2016-07-03T13:31:14.618Z,1.0020E-19
2016-07-03T13:31:57.458Z,1.0383E-19
2016-07-03T13:32:40.299Z,6.1022E-20
2016-07-03T13:33:23.138Z,6.6664E-20
2016-07-03T13:34:05.975Z,2.5352E-20
2016-07-03T13:34:48.816Z,1.5146E-19
2016-07-03T13:35:31.661Z,4.6415E-20
2016-07-03T13:36:14.502Z,8.7150E-20
2016-07-03T13:36:57.342Z,4.6900E-20
2016-07-03T13:37:40.179Z,4.4392E-20
2016-07-03T13:38:23.014Z,3.5159E-20
2016-07-03T13:39:05.854Z,4.0640E-20
2016-07-03T13:39:48.697Z,6.6327E-20
2016-07-03T13:40:31.536Z,5.0630E-20
2016-07-03T13:41:14.377Z,4.6443E-20
2016-07-03T13:41:57.213Z,2.6817E-20
2016-07-03T13:42:40.052Z,1.0404E-19
2016-07-03T13:43:22.893Z,7.0651E-20
2016-07-03T13:44:05.734Z,4.8797E-20
2016-07-03T13:44:48.576Z,3.9438E-19
2016-07-03T13:45:31.415Z,6.9902E-20
2016-07-03T13:46:14.260Z,2.1490E-19
2016-07-03T13:46:57.095Z,5.5731E-20
2016-07-03T13:47:39.932Z,4.6401E-20
2016-07-03T13:48:22.772Z,7.5291E-20
2016-07-03T13:49:05.615Z,7.9960E-20
2016-07-03T13:49:48.451Z,6.6664E-20
2016-07-03T13:50:31.290Z,1.0011E-19
2016-07-03T13:51:14.131Z,3.8370E-20
2016-07-03T13:51:56.970Z,1.1335E-19
2016-07-03T13:52:39.807Z,3.6951E-20
2016-07-03T13:53:22.647Z,2.8537E-20
2016-07-03T13:54:05.484Z,1.1369E-19
2016-07-03T13:54:48.326Z,4.3860E-20
2016-07-03T13:55:31.174Z,3.6727E-20
2016-07-03T13:56:14.010Z,7.3163E-20
2016-07-03T13:56:56.847Z,5.6834E-20
2016-07-03T13:57:39.686Z,7.6505E-20
2016-07-03T13:58:22.522Z,5.5974E-20
2016-07-03T13:59:05.368Z,7.8413E-20
2016-07-03T13:59:48.204Z,3.9705E-20
