"Epoch (UTC)","Ch 3.02500E6 Hz (W/m^2/Hz)"
2016-07-03T12:20:33.470Z,1.8439E-19
2016-07-03T12:21:16.307Z,4.5882E-19
2016-07-03T12:21:59.143Z,2.0898E-19
2016-07-03T12:22:41.984Z,1.5998E-19
2016-07-03T12:23:24.822Z,2.7093E-19
2016-07-03T12:24:07.670Z,1.6103E-19
2016-07-03T12:24:50.506Z,2.1851E-19
2016-07-03T12:25:33.345Z,1.6449E-19
2016-07-03T12:26:16.186Z,1.3871E-19
2016-07-03T12:26:59.027Z,1.7187E-19
2016-07-03T12:27:41.868Z,1.3724E-19
2016-07-03T12:28:24.708Z,1.6080E-19
2016-07-03T12:29:07.549Z,1.0556E-19
2016-07-03T12:29:50.389Z,6.9907E-20
2016-07-03T12:30:33.225Z,2.5509E-19
2016-07-03T12:31:16.066Z,1.2294E-18
2016-07-03T12:31:58.908Z,2.1350E-19
2016-07-03T12:32:41.743Z,2.1069E-19
2016-07-03T12:33:24.583Z,6.7236E-20
2016-07-03T12:34:07.424Z,2.0758E-19
2016-07-03T12:34:50.264Z,1.2454E-19
2016-07-03T12:35:33.109Z,7.7933E-20
2016-07-03T12:36:15.947Z,1.3498E-19
2016-07-03T12:36:58.786Z,2.8670E-19
2016-07-03T12:37:41.627Z,2.0297E-19
2016-07-03T12:38:24.467Z,2.6900E-19
2016-07-03T12:39:07.307Z,1.8381E-19
2016-07-03T12:39:50.143Z,9.3683E-20
2016-07-03T12:40:32.984Z,4.4117E-19
2016-07-03T12:41:15.826Z,1.6952E-19
2016-07-03T12:41:58.670Z,1.6535E-19
2016-07-03T12:42:41.510Z,1.1345E-19
2016-07-03T12:43:24.345Z,1.7367E-19
2016-07-03T12:44:07.182Z,1.0171E-19
2016-07-03T12:44:50.022Z,1.6850E-19
2016-07-03T12:45:32.865Z,6.6694E-20
2016-07-03T12:46:15.704Z,3.0284E-19
2016-07-03T12:46:58.540Z,8.2480E-20
2016-07-03T12:47:41.381Z,1.0575E-19
2016-07-03T12:48:24.217Z,1.0698E-19
2016-07-03T12:49:07.054Z,2.3587E-19
2016-07-03T12:49:49.893Z,1.8195E-19
2016-07-03T12:50:32.734Z,1.7088E-19
2016-07-03T12:51:15.576Z,2.3694E-19
2016-07-03T12:51:58.411Z,1.6391E-19
2016-07-03T12:52:41.260Z,5.4597E-20
2016-07-03T12:53:24.095Z,2.4675E-19
2016-07-03T12:54:06.932Z,7.8904E-20
2016-07-03T12:54:49.772Z,2.6471E-19
2016-07-03T12:55:32.615Z,1.3987E-19
2016-07-03T12:56:15.451Z,2.5829E-19
2016-07-03T12:56:58.290Z,7.3364E-20
2016-07-03T12:57:41.135Z,1.2386E-19
2016-07-03T12:58:23.972Z,1.4264E-19
