"Epoch (UTC)","Ch 1.07500E6 Hz (W/m^2/Hz)"
2016-07-03T12:20:33.470Z,5.0975E-20
2016-07-03T12:21:16.307Z,9.2214E-20
2016-07-03T12:21:59.143Z,9.0533E-20
2016-07-03T12:22:41.984Z,4.2708E-20
2016-07-03T12:23:24.822Z,7.3645E-20
2016-07-03T12:24:07.670Z,6.6609E-20
2016-07-03T12:24:50.506Z,8.4433E-20
2016-07-03T12:25:33.345Z,5.8062E-20
2016-07-03T12:26:16.186Z,1.1251E-19
2016-07-03T12:26:59.027Z,8.0960E-20
2016-07-03T12:27:41.868Z,7.8644E-20
2016-07-03T12:28:24.708Z,5.7019E-20
2016-07-03T12:29:07.549Z,2.2289E-20
2016-07-03T12:29:50.389Z,2.6135E-20
2016-07-03T12:30:33.225Z,6.1678E-20
2016-07-03T12:31:16.066Z,5.8351E-20
2016-07-03T12:31:58.908Z,1.9763E-19
2016-07-03T12:32:41.743Z,1.1377E-19
2016-07-03T12:33:24.583Z,7.0634E-20
2016-07-03T12:34:07.424Z,2.5346E-20
2016-07-03T12:34:50.264Z,3.8173E-20
2016-07-03T12:35:33.109Z,2.9003E-20
2016-07-03T12:36:15.947Z,2.3741E-20
2016-07-03T12:36:58.786Z,2.7771E-20
2016-07-03T12:37:41.627Z,3.3146E-20
2016-07-03T12:38:24.467Z,5.1187E-20
2016-07-03T12:39:07.307Z,7.3099E-20
2016-07-03T12:39:50.143Z,3.2457E-20
2016-07-03T12:40:32.984Z,6.7996E-20
2016-07-03T12:41:15.826Z,1.7193E-19
2016-07-03T12:41:58.670Z,9.8076E-20
2016-07-03T12:42:41.510Z,1.1364E-19
2016-07-03T12:43:24.345Z,7.6593E-20
2016-07-03T12:44:07.182Z,6.7835E-20
2016-07-03T12:44:50.022Z,5.9876E-20
2016-07-03T12:45:32.865Z,9.9178E-20
2016-07-03T12:46:15.704Z,4.6198E-20
2016-07-03T12:46:58.540Z,4.1990E-20
2016-07-03T12:47:41.381Z,7.1744E-20
2016-07-03T12:48:24.217Z,1.2482E-19
2016-07-03T12:49:07.054Z,7.3123E-20
2016-07-03T12:49:49.893Z,3.0563E-19
2016-07-03T12:50:32.734Z,9.9851E-20
2016-07-03T12:51:15.576Z,5.6303E-20
2016-07-03T12:51:58.411Z,6.3934E-20
2016-07-03T12:52:41.260Z,1.1902E-19
2016-07-03T12:53:24.095Z,6.0922E-20
2016-07-03T12:54:06.932Z,9.9572E-20
2016-07-03T12:54:49.772Z,5.1062E-20
2016-07-03T12:55:32.615Z,4.3833E-20
2016-07-03T12:56:15.451Z,4.0657E-20
2016-07-03T12:56:58.290Z,7.7314E-20
2016-07-03T12:57:41.135Z,9.2865E-20
2016-07-03T12:58:23.972Z,5.8563E-20
2016-07-03T12:59:06.811Z,1.0199E-19
2016-07-03T12:59:49.658Z,7.2202E-20
2016-07-03T13:00:32.497Z,8.4328E-20
2016-07-03T13:01:15.338Z,1.3565E-19
2016-07-03T13:01:58.174Z,6.4739E-20
2016-07-03T13:02:41.013Z,5.8915E-20
2016-07-03T13:03:23.850Z,1.1236E-19
2016-07-03T13:04:06.691Z,1.1504E-19
2016-07-03T13:04:49.533Z,5.4807E-20
2016-07-03T13:05:32.372Z,5.7215E-20
2016-07-03T13:06:15.208Z,4.6056E-20
2016-07-03T13:06:58.049Z,2.5104E-19
2016-07-03T13:07:40.893Z,1.3105E-19
