"Epoch (UTC)","Ch 1.26250E7 Hz (W/m^2/Hz)"
2016-07-03T14:11:13.639Z,2.6952E-20
2016-07-03T14:11:56.475Z,2.5387E-20
2016-07-03T14:12:39.316Z,9.3262E-21
2016-07-03T14:13:22.165Z,3.1657E-20
2016-07-03T14:14:05.010Z,2.6386E-20
2016-07-03T14:14:47.845Z,1.7365E-20
2016-07-03T14:15:30.682Z,1.8062E-20
2016-07-03T14:16:13.518Z,1.8013E-20
2016-07-03T14:16:56.359Z,1.5454E-20
2016-07-03T14:17:39.201Z,2.7912E-20
2016-07-03T14:18:22.040Z,1.4814E-20
2016-07-03T14:19:04.877Z,9.8140E-21
2016-07-03T14:19:47.717Z,1.3457E-20
2016-07-03T14:20:30.554Z,2.0460E-20
2016-07-03T14:21:13.393Z,2.4607E-20
2016-07-03T14:21:56.234Z,2.1702E-20
2016-07-03T14:22:39.076Z,3.1436E-20
2016-07-03T14:23:21.915Z,1.1459E-20
2016-07-03T14:24:04.760Z,2.3849E-20
2016-07-03T14:24:47.597Z,2.4048E-20
2016-07-03T14:25:30.432Z,2.0444E-20
2016-07-03T14:26:13.272Z,1.4879E-20
2016-07-03T14:26:56.118Z,5.2928E-21
2016-07-03T14:27:38.958Z,1.3189E-20
2016-07-03T14:28:21.799Z,1.5531E-20
2016-07-03T14:29:04.638Z,3.8785E-20
2016-07-03T14:29:47.475Z,2.6005E-20
2016-07-03T14:30:30.311Z,1.5241E-20
2016-07-03T14:31:13.158Z,2.4128E-20
2016-07-03T14:31:56.002Z,1.8133E-20
2016-07-03T14:32:38.838Z,3.1126E-20
2016-07-03T14:33:21.677Z,8.7775E-21
2016-07-03T14:34:04.514Z,2.0229E-20
2016-07-03T14:34:47.350Z,1.2565E-20
2016-07-03T14:35:30.191Z,1.4057E-20
2016-07-03T14:36:13.033Z,1.5241E-20
2016-07-03T14:36:55.872Z,1.7691E-20
2016-07-03T14:37:38.713Z,1.1459E-20
2016-07-03T14:38:21.552Z,3.4911E-20
2016-07-03T14:39:04.393Z,1.6238E-20
2016-07-03T14:39:47.229Z,1.5919E-20
2016-07-03T14:40:30.072Z,9.0770E-21
2016-07-03T14:41:12.911Z,1.4446E-20
2016-07-03T14:41:55.756Z,1.5760E-20
2016-07-03T14:42:38.597Z,2.2621E-20
2016-07-03T14:43:21.436Z,1.8612E-20
2016-07-03T14:44:04.272Z,4.8403E-20
2016-07-03T14:44:47.115Z,1.2064E-20
2016-07-03T14:45:29.954Z,1.1317E-20
2016-07-03T14:46:12.795Z,1.1070E-20
2016-07-03T14:46:55.635Z,2.2102E-20
2016-07-03T14:47:38.475Z,1.5312E-20
2016-07-03T14:48:21.311Z,1.6238E-20
2016-07-03T14:49:04.158Z,1.3189E-20
2016-07-03T14:49:46.997Z,2.3912E-20
2016-07-03T14:50:29.838Z,8.1937E-21
2016-07-03T14:51:12.677Z,5.1764E-21
2016-07-03T14:51:55.513Z,1.4879E-20
2016-07-03T14:52:38.350Z,1.6838E-20
2016-07-03T14:53:21.191Z,2.0035E-20
2016-07-03T14:54:04.027Z,1.8410E-20
2016-07-03T14:54:46.872Z,2.0666E-20
2016-07-03T14:55:29.708Z,1.8403E-20
2016-07-03T14:56:12.549Z,1.3067E-20
2016-07-03T14:56:55.389Z,2.0738E-20
2016-07-03T14:57:38.229Z,3.8527E-20
2016-07-03T14:58:21.076Z,1.5804E-20
2016-07-03T14:59:03.911Z,1.7758E-20
2016-07-03T14:59:46.760Z,1.9941E-20
