"Epoch (UTC)","Ch 4.02500E6 Hz (W/m^2/Hz)"
2016-07-03T13:00:32.497Z,1.1577E-19
2016-07-03T13:01:15.338Z,5.7839E-20
2016-07-03T13:01:58.174Z,1.1296E-19
2016-07-03T13:02:41.013Z,1.4483E-19
2016-07-03T13:03:23.850Z,7.4921E-20
2016-07-03T13:04:06.691Z,1.1705E-20
2016-07-03T13:04:49.533Z,5.8415E-20
2016-07-03T13:05:32.372Z,3.8041E-20
2016-07-03T13:06:15.208Z,2.6656E-19
2016-07-03T13:06:58.049Z,7.6673E-20
2016-07-03T13:07:40.893Z,1.0716E-19
2016-07-03T13:08:23.734Z,5.1070E-20
2016-07-03T13:09:06.572Z,3.8460E-20
2016-07-03T13:09:49.411Z,6.0577E-20
2016-07-03T13:10:32.256Z,2.6497E-20
2016-07-03T13:11:15.095Z,4.3730E-20
2016-07-03T13:11:57.932Z,6.1373E-20
2016-07-03T13:12:40.783Z,4.1519E-19
2016-07-03T13:13:23.622Z,1.0965E-19
2016-07-03T13:14:06.463Z,9.9942E-20
2016-07-03T13:14:49.302Z,4.4809E-20
2016-07-03T13:15:32.138Z,4.4596E-20
2016-07-03T13:16:14.975Z,5.8672E-20
2016-07-03T13:16:57.816Z,2.6900E-20
2016-07-03T13:17:40.661Z,8.0873E-20
2016-07-03T13:18:23.502Z,6.1799E-20
2016-07-03T13:19:06.342Z,6.2823E-20
2016-07-03T13:19:49.177Z,5.7519E-20
2016-07-03T13:20:32.014Z,9.7887E-20
2016-07-03T13:21:14.859Z,6.0175E-20
2016-07-03T13:21:57.701Z,5.1785E-20
2016-07-03T13:22:40.536Z,3.2492E-20
2016-07-03T13:23:23.377Z,1.3795E-19
2016-07-03T13:24:06.222Z,8.6219E-20
2016-07-03T13:24:49.061Z,4.5794E-20
2016-07-03T13:25:31.902Z,9.4223E-20
2016-07-03T13:26:14.743Z,5.7813E-20
2016-07-03T13:26:57.583Z,9.0238E-20
2016-07-03T13:27:40.420Z,4.7207E-20
2016-07-03T13:28:23.263Z,5.8170E-20
2016-07-03T13:29:06.100Z,4.0032E-20
2016-07-03T13:29:48.941Z,1.5629E-20
2016-07-03T13:30:31.777Z,3.6628E-20
2016-07-03T13:31:14.618Z,1.1703E-19
2016-07-03T13:31:57.458Z,3.4360E-19
2016-07-03T13:32:40.299Z,1.8710E-19
2016-07-03T13:33:23.138Z,4.2661E-20
2016-07-03T13:34:05.975Z,5.4644E-20
2016-07-03T13:34:48.816Z,1.0684E-19
2016-07-03T13:35:31.661Z,1.5691E-19
2016-07-03T13:36:14.502Z,6.1093E-20
2016-07-03T13:36:57.342Z,3.1677E-20
2016-07-03T13:37:40.179Z,5.6376E-20
2016-07-03T13:38:23.014Z,7.7098E-20
2016-07-03T13:39:05.854Z,8.1447E-20
2016-07-03T13:39:48.697Z,4.2572E-20
2016-07-03T13:40:31.536Z,2.5969E-20
2016-07-03T13:41:14.377Z,3.0270E-19
2016-07-03T13:41:57.213Z,4.8108E-20
2016-07-03T13:42:40.052Z,8.2790E-20
2016-07-03T13:43:22.893Z,1.8070E-19
2016-07-03T13:44:05.734Z,3.0859E-20
2016-07-03T13:44:48.576Z,1.8385E-19
2016-07-03T13:45:31.415Z,9.9633E-20
2016-07-03T13:46:14.260Z,3.5368E-19
2016-07-03T13:46:57.095Z,1.3447E-19
2016-07-03T13:47:39.932Z,3.8943E-20
2016-07-03T13:48:22.772Z,1.0534E-19
2016-07-03T13:49:05.615Z,7.8032E-20
2016-07-03T13:49:48.451Z,5.8361E-20
2016-07-03T13:50:31.290Z,2.6564E-20
2016-07-03T13:51:14.131Z,6.4237E-20
2016-07-03T13:51:56.970Z,6.1613E-20
2016-07-03T13:52:39.807Z,4.6032E-20
2016-07-03T13:53:22.647Z,4.3714E-20
2016-07-03T13:54:05.484Z,1.1703E-19
2016-07-03T13:54:48.326Z,1.7351E-19
2016-07-03T13:55:31.174Z,5.2772E-20
2016-07-03T13:56:14.010Z,6.6931E-20
2016-07-03T13:56:56.847Z,1.1138E-19
2016-07-03T13:57:39.686Z,4.7724E-20
2016-07-03T13:58:22.522Z,1.7849E-19
2016-07-03T13:59:05.368Z,4.7954E-20
2016-07-03T13:59:48.204Z,6.5612E-20
