"Epoch (UTC)","Ch 9.12500E6 Hz (W/m^2/Hz)"
2016-07-03T14:17:39.201Z,3.6604E-20
2016-07-03T14:18:22.040Z,1.3843E-20
2016-07-03T14:19:04.877Z,2.1735E-20
2016-07-03T14:19:47.717Z,3.5836E-20
2016-07-03T14:20:30.554Z,3.6805E-20
2016-07-03T14:21:13.393Z,1.8775E-20
2016-07-03T14:21:56.234Z,2.6636E-20
2016-07-03T14:22:39.076Z,6.9073E-20
2016-07-03T14:23:21.915Z,1.9642E-20
2016-07-03T14:24:04.760Z,4.2740E-20
2016-07-03T14:24:47.597Z,5.2102E-20
2016-07-03T14:25:30.432Z,1.7696E-20
2016-07-03T14:26:13.272Z,6.3630E-20
2016-07-03T14:26:56.118Z,2.9948E-20
2016-07-03T14:27:38.958Z,1.8890E-20
2016-07-03T14:28:21.799Z,3.2819E-20
2016-07-03T14:29:04.638Z,1.6434E-20
2016-07-03T14:29:47.475Z,2.2026E-20
2016-07-03T14:30:30.311Z,8.5441E-21
2016-07-03T14:31:13.158Z,1.5710E-20
2016-07-03T14:31:56.002Z,3.4983E-20
2016-07-03T14:32:38.838Z,2.4315E-20
2016-07-03T14:33:21.677Z,2.2657E-20
2016-07-03T14:34:04.514Z,3.7646E-20
2016-07-03T14:34:47.350Z,1.6648E-20
2016-07-03T14:35:30.191Z,3.0898E-20
2016-07-03T14:36:13.033Z,2.5461E-20
2016-07-03T14:36:55.872Z,3.7979E-20
2016-07-03T14:37:38.713Z,2.9689E-20
2016-07-03T14:38:21.552Z,3.9043E-20
2016-07-03T14:39:04.393Z,3.2835E-20
2016-07-03T14:39:47.229Z,2.6179E-20
2016-07-03T14:40:30.072Z,1.2688E-20
2016-07-03T14:41:12.911Z,4.1240E-20
2016-07-03T14:41:55.756Z,2.4761E-20
2016-07-03T14:42:38.597Z,1.3596E-20
2016-07-03T14:43:21.436Z,1.2039E-20
2016-07-03T14:44:04.272Z,1.9992E-20
2016-07-03T14:44:47.115Z,3.8747E-20
2016-07-03T14:45:29.954Z,3.1549E-20
2016-07-03T14:46:12.795Z,2.2008E-20
2016-07-03T14:46:55.635Z,2.6636E-20
2016-07-03T14:47:38.475Z,2.7104E-20
2016-07-03T14:48:21.311Z,4.4601E-20
2016-07-03T14:49:04.158Z,5.0225E-20
2016-07-03T14:49:46.997Z,4.1987E-20
2016-07-03T14:50:29.838Z,5.6288E-20
2016-07-03T14:51:12.677Z,1.2945E-20
2016-07-03T14:51:55.513Z,1.5480E-20
2016-07-03T14:52:38.350Z,2.5771E-20
2016-07-03T14:53:21.191Z,1.9952E-20
2016-07-03T14:54:04.027Z,2.0957E-20
2016-07-03T14:54:46.872Z,3.1774E-20
2016-07-03T14:55:29.708Z,3.1737E-20
2016-07-03T14:56:12.549Z,2.8658E-20
2016-07-03T14:56:55.389Z,3.6903E-20
2016-07-03T14:57:38.229Z,2.7984E-20
2016-07-03T14:58:21.076Z,1.9957E-20
2016-07-03T14:59:03.911Z,3.3263E-20
2016-07-03T14:59:46.760Z,4.9565E-20
