"Epoch (UTC)","Ch 1.07500E6 Hz (W/m^2/Hz)"
2016-07-03T13:00:32.497Z,8.4328E-20
2016-07-03T13:01:15.338Z,1.3565E-19
2016-07-03T13:01:58.174Z,6.4739E-20
2016-07-03T13:02:41.013Z,5.8915E-20
2016-07-03T13:03:23.850Z,1.1236E-19
2016-07-03T13:04:06.691Z,1.1504E-19
2016-07-03T13:04:49.533Z,5.4807E-20
2016-07-03T13:05:32.372Z,5.7215E-20
2016-07-03T13:06:15.208Z,4.6056E-20
2016-07-03T13:06:58.049Z,2.5104E-19
2016-07-03T13:07:40.893Z,1.3105E-19
2016-07-03T13:08:23.734Z,3.3033E-19
2016-07-03T13:09:06.572Z,1.4251E-19
2016-07-03T13:09:49.411Z,9.3471E-20
2016-07-03T13:10:32.256Z,4.1488E-20
2016-07-03T13:11:15.095Z,5.3424E-20
2016-07-03T13:11:57.932Z,2.8756E-20
2016-07-03T13:12:40.783Z,8.6689E-20
2016-07-03T13:13:23.622Z,1.1801E-19
2016-07-03T13:14:06.463Z,1.4820E-19
2016-07-03T13:14:49.302Z,8.2285E-20
2016-07-03T13:15:32.138Z,7.5004E-20
2016-07-03T13:16:14.975Z,8.5339E-20
2016-07-03T13:16:57.816Z,5.7640E-20
2016-07-03T13:17:40.661Z,4.6198E-20
2016-07-03T13:18:23.502Z,3.0360E-20
2016-07-03T13:19:06.342Z,7.5475E-20
2016-07-03T13:19:49.177Z,3.5107E-20
2016-07-03T13:20:32.014Z,7.5683E-20
2016-07-03T13:21:14.859Z,2.6000E-19
2016-07-03T13:21:57.701Z,9.8281E-20
2016-07-03T13:22:40.536Z,6.9434E-20
2016-07-03T13:23:23.377Z,4.5064E-20
2016-07-03T13:24:06.222Z,1.2678E-19
2016-07-03T13:24:49.061Z,1.4795E-19
2016-07-03T13:25:31.902Z,8.7922E-20
2016-07-03T13:26:14.743Z,5.3655E-20
2016-07-03T13:26:57.583Z,1.2219E-19
2016-07-03T13:27:40.420Z,1.5516E-19
2016-07-03T13:28:23.263Z,2.0833E-19
2016-07-03T13:29:06.100Z,1.2056E-19
2016-07-03T13:29:48.941Z,9.1306E-20
2016-07-03T13:30:31.777Z,4.0538E-20
2016-07-03T13:31:14.618Z,2.2687E-20
2016-07-03T13:31:57.458Z,1.3070E-19
2016-07-03T13:32:40.299Z,2.0475E-19
2016-07-03T13:33:23.138Z,2.3680E-19
2016-07-03T13:34:05.975Z,2.2410E-19
2016-07-03T13:34:48.816Z,2.1670E-19
2016-07-03T13:35:31.661Z,1.4615E-19
2016-07-03T13:36:14.502Z,6.7724E-20
2016-07-03T13:36:57.342Z,6.6966E-20
2016-07-03T13:37:40.179Z,7.5343E-20
2016-07-03T13:38:23.014Z,5.4644E-20
2016-07-03T13:39:05.854Z,7.4930E-20
2016-07-03T13:39:48.697Z,4.5088E-20
2016-07-03T13:40:31.536Z,5.4169E-20
2016-07-03T13:41:14.377Z,4.7010E-20
2016-07-03T13:41:57.213Z,1.7917E-19
2016-07-03T13:42:40.052Z,1.1759E-19
2016-07-03T13:43:22.893Z,2.1281E-19
2016-07-03T13:44:05.734Z,9.1047E-20
2016-07-03T13:44:48.576Z,5.2457E-20
2016-07-03T13:45:31.415Z,5.1134E-20
2016-07-03T13:46:14.260Z,1.5897E-19
2016-07-03T13:46:57.095Z,4.3993E-19
2016-07-03T13:47:39.932Z,1.9920E-19
2016-07-03T13:48:22.772Z,9.8575E-20
2016-07-03T13:49:05.615Z,2.2321E-19
2016-07-03T13:49:48.451Z,9.4044E-20
2016-07-03T13:50:31.290Z,4.8966E-20
2016-07-03T13:51:14.131Z,4.1934E-20
2016-07-03T13:51:56.970Z,1.1418E-19
2016-07-03T13:52:39.807Z,5.9579E-20
2016-07-03T13:53:22.647Z,4.8896E-20
2016-07-03T13:54:05.484Z,6.6970E-20
2016-07-03T13:54:48.326Z,6.1617E-20
2016-07-03T13:55:31.174Z,1.0172E-19
2016-07-03T13:56:14.010Z,4.6325E-20
2016-07-03T13:56:56.847Z,3.0264E-20
2016-07-03T13:57:39.686Z,5.2965E-20
2016-07-03T13:58:22.522Z,8.6941E-20
2016-07-03T13:59:05.368Z,5.3996E-20
2016-07-03T13:59:48.204Z,8.9991E-20
