"Epoch (UTC)","Ch 5.37500E6 Hz (W/m^2/Hz)"
2016-07-03T13:00:32.497Z,6.5347E-20
2016-07-03T13:01:15.338Z,5.1072E-20
2016-07-03T13:01:58.174Z,6.1731E-20
2016-07-03T13:02:41.013Z,1.0560E-19
2016-07-03T13:03:23.850Z,8.6204E-21
2016-07-03T13:04:06.691Z,5.6981E-20
2016-07-03T13:04:49.533Z,3.6496E-20
2016-07-03T13:05:32.372Z,4.8835E-20
2016-07-03T13:06:15.208Z,8.6006E-20
2016-07-03T13:06:58.049Z,5.5874E-20
2016-07-03T13:07:40.893Z,5.8222E-20
2016-07-03T13:08:23.734Z,1.8782E-20
2016-07-03T13:09:06.572Z,3.1530E-20
2016-07-03T13:09:49.411Z,9.0865E-20
2016-07-03T13:10:32.256Z,2.4595E-20
2016-07-03T13:11:15.095Z,5.1935E-20
2016-07-03T13:11:57.932Z,1.5658E-19
2016-07-03T13:12:40.783Z,1.2524E-19
2016-07-03T13:13:23.622Z,3.0579E-20
2016-07-03T13:14:06.463Z,5.2259E-20
2016-07-03T13:14:49.302Z,3.6540E-20
2016-07-03T13:15:32.138Z,4.0670E-20
2016-07-03T13:16:14.975Z,3.8344E-20
2016-07-03T13:16:57.816Z,1.6284E-20
2016-07-03T13:17:40.661Z,2.6362E-20
2016-07-03T13:18:23.502Z,3.3496E-20
2016-07-03T13:19:06.342Z,4.9808E-20
2016-07-03T13:19:49.177Z,3.6207E-20
2016-07-03T13:20:32.014Z,6.3204E-20
2016-07-03T13:21:14.859Z,3.6238E-20
2016-07-03T13:21:57.701Z,3.1652E-20
2016-07-03T13:22:40.536Z,5.9420E-20
2016-07-03T13:23:23.377Z,7.0772E-20
2016-07-03T13:24:06.222Z,5.2094E-20
2016-07-03T13:24:49.061Z,2.0010E-20
2016-07-03T13:25:31.902Z,1.1050E-19
2016-07-03T13:26:14.743Z,5.7596E-20
2016-07-03T13:26:57.583Z,3.9840E-20
2016-07-03T13:27:40.420Z,4.1659E-20
2016-07-03T13:28:23.263Z,6.1281E-20
2016-07-03T13:29:06.100Z,3.1070E-20
2016-07-03T13:29:48.941Z,2.7746E-20
2016-07-03T13:30:31.777Z,3.5167E-20
2016-07-03T13:31:14.618Z,6.8664E-20
2016-07-03T13:31:57.458Z,8.3831E-20
2016-07-03T13:32:40.299Z,5.1266E-20
2016-07-03T13:33:23.138Z,2.7185E-20
2016-07-03T13:34:05.975Z,7.8809E-20
2016-07-03T13:34:48.816Z,1.0344E-19
2016-07-03T13:35:31.661Z,4.1081E-20
2016-07-03T13:36:14.502Z,5.3204E-20
2016-07-03T13:36:57.342Z,2.9267E-20
2016-07-03T13:37:40.179Z,4.8825E-20
2016-07-03T13:38:23.014Z,3.6207E-20
2016-07-03T13:39:05.854Z,2.9822E-20
2016-07-03T13:39:48.697Z,4.4112E-20
2016-07-03T13:40:31.536Z,3.4038E-20
2016-07-03T13:41:14.377Z,5.5859E-20
2016-07-03T13:41:57.213Z,3.4128E-20
2016-07-03T13:42:40.052Z,5.1998E-20
2016-07-03T13:43:22.893Z,8.6557E-20
2016-07-03T13:44:05.734Z,1.9128E-20
2016-07-03T13:44:48.576Z,1.9826E-19
2016-07-03T13:45:31.415Z,7.3386E-20
2016-07-03T13:46:14.260Z,1.6942E-19
2016-07-03T13:46:57.095Z,4.3581E-20
2016-07-03T13:47:39.932Z,4.0165E-20
2016-07-03T13:48:22.772Z,5.4350E-20
2016-07-03T13:49:05.615Z,3.2011E-20
2016-07-03T13:49:48.451Z,4.6158E-20
2016-07-03T13:50:31.290Z,1.3551E-19
2016-07-03T13:51:14.131Z,3.4012E-20
2016-07-03T13:51:56.970Z,7.1680E-20
2016-07-03T13:52:39.807Z,1.6510E-20
2016-07-03T13:53:22.647Z,3.3333E-20
2016-07-03T13:54:05.484Z,4.1110E-20
2016-07-03T13:54:48.326Z,5.5874E-20
2016-07-03T13:55:31.174Z,4.5336E-20
2016-07-03T13:56:14.010Z,2.8178E-20
2016-07-03T13:56:56.847Z,4.6028E-20
2016-07-03T13:57:39.686Z,5.9302E-20
2016-07-03T13:58:22.522Z,6.0599E-20
2016-07-03T13:59:05.368Z,3.2284E-20
2016-07-03T13:59:48.204Z,4.4112E-20
