"Epoch (UTC)","Ch 6.12500E6 Hz (W/m^2/Hz)"
2016-07-03T12:20:33.470Z,6.5357E-20
2016-07-03T12:21:16.307Z,7.6323E-20
2016-07-03T12:21:59.143Z,6.5972E-20
2016-07-03T12:22:41.984Z,8.3680E-20
2016-07-03T12:23:24.822Z,2.1865E-20
2016-07-03T12:24:07.670Z,3.6654E-20
2016-07-03T12:24:50.506Z,2.7566E-20
2016-07-03T12:25:33.345Z,4.1774E-20
2016-07-03T12:26:16.186Z,3.7294E-20
2016-07-03T12:26:59.027Z,5.5776E-20
2016-07-03T12:27:41.868Z,4.5932E-20
2016-07-03T12:28:24.708Z,5.2385E-20
2016-07-03T12:29:07.549Z,2.5704E-20
2016-07-03T12:29:50.389Z,8.5118E-20
2016-07-03T12:30:33.225Z,3.4000E-20
2016-07-03T12:31:16.066Z,9.8586E-20
2016-07-03T12:31:58.908Z,6.5237E-20
2016-07-03T12:32:41.743Z,7.6203E-20
2016-07-03T12:33:24.583Z,4.6693E-20
2016-07-03T12:34:07.424Z,1.0859E-19
2016-07-03T12:34:50.264Z,3.3775E-20
2016-07-03T12:35:33.109Z,2.3749E-20
2016-07-03T12:36:15.947Z,5.5731E-20
2016-07-03T12:36:58.786Z,8.8609E-20
2016-07-03T12:37:41.627Z,3.8341E-20
2016-07-03T12:38:24.467Z,3.6358E-20
2016-07-03T12:39:07.307Z,6.5729E-20
2016-07-03T12:39:50.143Z,9.8994E-20
2016-07-03T12:40:32.984Z,7.7960E-20
2016-07-03T12:41:15.826Z,6.8503E-20
2016-07-03T12:41:58.670Z,7.8468E-20
2016-07-03T12:42:41.510Z,7.2840E-20
2016-07-03T12:43:24.345Z,1.0734E-19
2016-07-03T12:44:07.182Z,7.8612E-20
2016-07-03T12:44:50.022Z,9.4400E-20
2016-07-03T12:45:32.865Z,3.0483E-20
2016-07-03T12:46:15.704Z,6.9766E-20
2016-07-03T12:46:58.540Z,6.1038E-20
2016-07-03T12:47:41.381Z,1.0017E-19
2016-07-03T12:48:24.217Z,5.8953E-20
2016-07-03T12:49:07.054Z,5.4832E-20
2016-07-03T12:49:49.893Z,1.0859E-19
2016-07-03T12:50:32.734Z,4.7692E-20
2016-07-03T12:51:15.576Z,6.3180E-20
2016-07-03T12:51:58.411Z,5.7965E-20
2016-07-03T12:52:41.260Z,6.2060E-20
2016-07-03T12:53:24.095Z,1.0028E-19
2016-07-03T12:54:06.932Z,6.8562E-20
2016-07-03T12:54:49.772Z,7.3467E-20
2016-07-03T12:55:32.615Z,7.6340E-20
2016-07-03T12:56:15.451Z,6.8562E-20
2016-07-03T12:56:58.290Z,1.8760E-19
2016-07-03T12:57:41.135Z,3.9021E-20
2016-07-03T12:58:23.972Z,1.3763E-19
2016-07-03T12:59:06.811Z,5.8357E-20
2016-07-03T12:59:49.658Z,5.4825E-20
2016-07-03T13:00:32.497Z,6.1898E-20
