"Epoch (UTC)","Ch 5.37500E6 Hz (W/m^2/Hz)"
2016-07-03T12:20:33.470Z,4.6730E-20
2016-07-03T12:21:16.307Z,7.7372E-20
2016-07-03T12:21:59.143Z,3.4002E-20
2016-07-03T12:22:41.984Z,1.4327E-19
2016-07-03T12:23:24.822Z,4.6028E-20
2016-07-03T12:24:07.670Z,3.6207E-20
2016-07-03T12:24:50.506Z,8.3480E-20
2016-07-03T12:25:33.345Z,3.2284E-20
2016-07-03T12:26:16.186Z,2.2004E-20
2016-07-03T12:26:59.027Z,3.5461E-20
2016-07-03T12:27:41.868Z,3.7993E-20
2016-07-03T12:28:24.708Z,2.6362E-20
2016-07-03T12:29:07.549Z,5.3541E-20
2016-07-03T12:29:50.389Z,6.0943E-20
2016-07-03T12:30:33.225Z,3.4769E-20
2016-07-03T12:31:16.066Z,7.9338E-20
2016-07-03T12:31:58.908Z,3.7275E-20
2016-07-03T12:32:41.743Z,3.1687E-20
2016-07-03T12:33:24.583Z,1.9493E-20
2016-07-03T12:34:07.424Z,5.1760E-20
2016-07-03T12:34:50.264Z,3.7857E-20
2016-07-03T12:35:33.109Z,2.4963E-20
2016-07-03T12:36:15.947Z,4.3528E-20
2016-07-03T12:36:58.786Z,7.5264E-20
2016-07-03T12:37:41.627Z,5.0325E-20
2016-07-03T12:38:24.467Z,4.1320E-20
2016-07-03T12:39:07.307Z,2.6362E-20
2016-07-03T12:39:50.143Z,9.1333E-20
2016-07-03T12:40:32.984Z,9.0551E-20
2016-07-03T12:41:15.826Z,4.8825E-20
2016-07-03T12:41:58.670Z,5.1072E-20
2016-07-03T12:42:41.510Z,8.0515E-20
2016-07-03T12:43:24.345Z,1.2697E-19
2016-07-03T12:44:07.182Z,4.0670E-20
2016-07-03T12:44:50.022Z,5.2544E-20
2016-07-03T12:45:32.865Z,3.2681E-20
2016-07-03T12:46:15.704Z,4.3235E-20
2016-07-03T12:46:58.540Z,6.1585E-20
2016-07-03T12:47:41.381Z,5.1687E-20
2016-07-03T12:48:24.217Z,3.2008E-20
2016-07-03T12:49:07.054Z,7.8508E-20
2016-07-03T12:49:49.893Z,3.2008E-20
2016-07-03T12:50:32.734Z,3.1652E-20
2016-07-03T12:51:15.576Z,4.9457E-20
2016-07-03T12:51:58.411Z,6.5191E-20
2016-07-03T12:52:41.260Z,2.3507E-20
2016-07-03T12:53:24.095Z,1.9594E-20
2016-07-03T12:54:06.932Z,3.6984E-20
2016-07-03T12:54:49.772Z,2.7632E-20
2016-07-03T12:55:32.615Z,3.1245E-20
2016-07-03T12:56:15.451Z,7.5530E-20
2016-07-03T12:56:58.290Z,8.1671E-20
2016-07-03T12:57:41.135Z,1.3270E-19
2016-07-03T12:58:23.972Z,4.9757E-20
2016-07-03T12:59:06.811Z,4.1690E-20
2016-07-03T12:59:49.658Z,4.9896E-20
2016-07-03T13:00:32.497Z,6.5347E-20
2016-07-03T13:01:15.338Z,5.1072E-20
2016-07-03T13:01:58.174Z,6.1731E-20
2016-07-03T13:02:41.013Z,1.0560E-19
2016-07-03T13:03:23.850Z,8.6204E-21
2016-07-03T13:04:06.691Z,5.6981E-20
2016-07-03T13:04:49.533Z,3.6496E-20
2016-07-03T13:05:32.372Z,4.8835E-20
2016-07-03T13:06:15.208Z,8.6006E-20
2016-07-03T13:06:58.049Z,5.5874E-20
