"Epoch (UTC)","Ch 1.52500E6 Hz (W/m^2/Hz)"
2016-07-03T12:20:33.470Z,1.1669E-19
2016-07-03T12:21:16.307Z,1.0810E-19
2016-07-03T12:21:59.143Z,5.2589E-20
2016-07-03T12:22:41.984Z,1.7931E-19
2016-07-03T12:23:24.822Z,7.9877E-20
2016-07-03T12:24:07.670Z,7.4128E-20
2016-07-03T12:24:50.506Z,9.4356E-20
2016-07-03T12:25:33.345Z,1.0763E-19
2016-07-03T12:26:16.186Z,6.1635E-20
2016-07-03T12:26:59.027Z,7.9243E-20
2016-07-03T12:27:41.868Z,4.5323E-20
2016-07-03T12:28:24.708Z,4.5226E-20
2016-07-03T12:29:07.549Z,2.1567E-20
2016-07-03T12:29:50.389Z,1.5660E-19
2016-07-03T12:30:33.225Z,5.2749E-20
2016-07-03T12:31:16.066Z,2.8232E-19
2016-07-03T12:31:58.908Z,1.0541E-19
2016-07-03T12:32:41.743Z,4.6091E-20
2016-07-03T12:33:24.583Z,2.7066E-20
2016-07-03T12:34:07.424Z,4.3568E-20
2016-07-03T12:34:50.264Z,5.6983E-20
2016-07-03T12:35:33.109Z,3.9553E-20
2016-07-03T12:36:15.947Z,3.7570E-20
2016-07-03T12:36:58.786Z,2.4783E-20
2016-07-03T12:37:41.627Z,1.1703E-19
2016-07-03T12:38:24.467Z,9.7800E-20
2016-07-03T12:39:07.307Z,7.1842E-20
2016-07-03T12:39:50.143Z,6.8487E-20
2016-07-03T12:40:32.984Z,2.0878E-19
2016-07-03T12:41:15.826Z,1.3521E-19
2016-07-03T12:41:58.670Z,9.1049E-20
2016-07-03T12:42:41.510Z,1.5650E-19
2016-07-03T12:43:24.345Z,1.0892E-19
2016-07-03T12:44:07.182Z,8.2932E-20
2016-07-03T12:44:50.022Z,8.7445E-20
2016-07-03T12:45:32.865Z,5.5876E-20
2016-07-03T12:46:15.704Z,9.9980E-20
2016-07-03T12:46:58.540Z,6.7165E-20
2016-07-03T12:47:41.381Z,9.0884E-20
