"Epoch (UTC)","Ch 1.52500E6 Hz (W/m^2/Hz)"
2016-07-03T13:00:32.497Z,2.8649E-19
2016-07-03T13:01:15.338Z,1.2740E-19
2016-07-03T13:01:58.174Z,1.7282E-19
2016-07-03T13:02:41.013Z,3.1171E-19
2016-07-03T13:03:23.850Z,1.4017E-19
2016-07-03T13:04:06.691Z,1.7989E-19
2016-07-03T13:04:49.533Z,7.1714E-20
2016-07-03T13:05:32.372Z,3.8899E-20
2016-07-03T13:06:15.208Z,1.9927E-19
2016-07-03T13:06:58.049Z,1.8751E-19
2016-07-03T13:07:40.893Z,3.3312E-19
2016-07-03T13:08:23.734Z,2.1314E-19
2016-07-03T13:09:06.572Z,6.3628E-20
2016-07-03T13:09:49.411Z,5.2542E-20
2016-07-03T13:10:32.256Z,3.6853E-20
2016-07-03T13:11:15.095Z,2.1708E-20
2016-07-03T13:11:57.932Z,5.4313E-20
2016-07-03T13:12:40.783Z,2.2740E-19
2016-07-03T13:13:23.622Z,1.8356E-19
2016-07-03T13:14:06.463Z,3.9757E-19
2016-07-03T13:14:49.302Z,8.9182E-20
2016-07-03T13:15:32.138Z,6.2467E-20
2016-07-03T13:16:14.975Z,8.1041E-20
2016-07-03T13:16:57.816Z,4.4889E-20
2016-07-03T13:17:40.661Z,2.2655E-19
2016-07-03T13:18:23.502Z,4.4458E-20
2016-07-03T13:19:06.342Z,4.7604E-20
2016-07-03T13:19:49.177Z,6.4972E-20
2016-07-03T13:20:32.014Z,3.4944E-19
2016-07-03T13:21:14.859Z,9.0500E-20
2016-07-03T13:21:57.701Z,6.5924E-20
2016-07-03T13:22:40.536Z,4.9803E-20
2016-07-03T13:23:23.377Z,9.1988E-20
2016-07-03T13:24:06.222Z,1.3829E-19
2016-07-03T13:24:49.061Z,1.1524E-19
2016-07-03T13:25:31.902Z,6.5075E-20
2016-07-03T13:26:14.743Z,9.4594E-20
2016-07-03T13:26:57.583Z,7.7392E-20
2016-07-03T13:27:40.420Z,9.1171E-20
2016-07-03T13:28:23.263Z,5.2023E-20
2016-07-03T13:29:06.100Z,7.3851E-20
2016-07-03T13:29:48.941Z,2.5470E-20
2016-07-03T13:30:31.777Z,2.9868E-20
2016-07-03T13:31:14.618Z,1.7999E-19
2016-07-03T13:31:57.458Z,1.9330E-19
2016-07-03T13:32:40.299Z,3.1210E-19
2016-07-03T13:33:23.138Z,2.0173E-19
2016-07-03T13:34:05.975Z,3.9117E-19
2016-07-03T13:34:48.816Z,1.8766E-19
2016-07-03T13:35:31.661Z,7.3699E-20
2016-07-03T13:36:14.502Z,5.8044E-20
2016-07-03T13:36:57.342Z,4.2661E-20
2016-07-03T13:37:40.179Z,3.8822E-20
2016-07-03T13:38:23.014Z,4.0305E-20
2016-07-03T13:39:05.854Z,3.3282E-20
2016-07-03T13:39:48.697Z,3.2479E-20
2016-07-03T13:40:31.536Z,6.3378E-20
2016-07-03T13:41:14.377Z,1.3205E-19
2016-07-03T13:41:57.213Z,8.4158E-20
2016-07-03T13:42:40.052Z,1.8531E-19
2016-07-03T13:43:22.893Z,9.5933E-20
2016-07-03T13:44:05.734Z,5.6804E-20
2016-07-03T13:44:48.576Z,2.8669E-20
2016-07-03T13:45:31.415Z,1.2287E-19
2016-07-03T13:46:14.260Z,8.1370E-19
2016-07-03T13:46:57.095Z,2.4035E-19
2016-07-03T13:47:39.932Z,8.4779E-20
2016-07-03T13:48:22.772Z,1.0671E-19
2016-07-03T13:49:05.615Z,1.1213E-19
2016-07-03T13:49:48.451Z,3.8391E-20
2016-07-03T13:50:31.290Z,2.0280E-19
2016-07-03T13:51:14.131Z,6.8773E-20
2016-07-03T13:51:56.970Z,8.2488E-20
2016-07-03T13:52:39.807Z,7.3334E-20
2016-07-03T13:53:22.647Z,4.0647E-20
2016-07-03T13:54:05.484Z,3.1064E-20
2016-07-03T13:54:48.326Z,2.6692E-19
2016-07-03T13:55:31.174Z,1.1655E-19
2016-07-03T13:56:14.010Z,5.6594E-20
2016-07-03T13:56:56.847Z,2.5120E-20
2016-07-03T13:57:39.686Z,5.9772E-20
2016-07-03T13:58:22.522Z,6.2501E-20
2016-07-03T13:59:05.368Z,8.0467E-20
2016-07-03T13:59:48.204Z,8.4412E-20
