1.670492529349999905e+09,3.099142857142724097e+03
1.670492541339999914e+09,1.478666666666511446e+03
1.670492553349999905e+09,1.827571428571362048e+03
1.670492565339999914e+09,7.958285714285448194e+03
1.670492577349999905e+09,9.468571428570896387e+03
1.670492589339999914e+09,5.368857142856810242e+03
1.670492601349999905e+09,4.930095238095149398e+03
1.670492613339999914e+09,4.620285714285448194e+03
1.670492625349999905e+09,3.187619047618936747e+03
1.670492637339999914e+09,-5.254000000000000000e+03
1.670492649349999905e+09,-2.706571428571827710e+03
1.670492661339999914e+09,-6.961904761940240860e+01
1.670492673349999905e+09,-1.513761904761660844e+03
1.670492685349999905e+09,-2.440809523809701204e+03
1.670492697339999914e+09,-3.181190476190298796e+03
1.670492709349999905e+09,-3.271095238095149398e+03
1.670492721349999905e+09,-3.902571428571827710e+03
1.670492733349999905e+09,-3.687000000000465661e+03
1.670492745349999905e+09,-4.532380952381528914e+03
1.670492757339999914e+09,-9.756666666669771075e+02
1.670492769349999905e+09,1.701000000000000000e+03
1.670492781339999914e+09,-4.483761904761660844e+03
1.670492793349999905e+09,-4.284380952381063253e+03
1.670492805339999914e+09,-1.148047619047574699e+03
1.670492817349999905e+09,-2.673619047618936747e+03
1.670492829339999914e+09,5.279047619048506021e+02
1.670492841349999905e+09,6.609523809524253011e+02
1.670492853349999905e+09,2.357571428571362048e+03
1.670492865339999914e+09,2.498333333333488554e+03
1.670492877349999905e+09,2.740952380951493979e+02
1.670492889349999905e+09,6.681761904762126505e+03
1.670492901339999914e+09,3.991619047619402409e+03
1.670492913349999905e+09,1.349857142857275903e+03
1.670492925339999914e+09,-3.119857142857275903e+03
1.670492937349999905e+09,-3.509285714284982532e+03
1.670492949339999914e+09,-1.733142857142258435e+03
1.670492961349999905e+09,-5.648857142856344581e+03
1.670492973339999914e+09,-4.975476190475746989e+03
1.670492985349999905e+09,-1.809238095237873495e+03
1.670492997339999914e+09,-6.842904761904384941e+03
1.670493009349999905e+09,1.639238095238339156e+03
1.670493021349999905e+09,-3.188095238097012043e+02
1.670493033349999905e+09,1.349380952380597591e+03
1.670493045339999914e+09,1.363333333334885538e+02
1.670493057349999905e+09,-1.331380952380597591e+03
1.670493069339999914e+09,-2.318571428571362048e+03
1.670493081349999905e+09,3.200761904761660844e+03
1.670493093339999914e+09,-1.649809523809235543e+03
1.670493105349999905e+09,3.676238095238339156e+03
1.670493117339999914e+09,2.511952380952425301e+03
1.670493129349999905e+09,5.241047619047109038e+03
