1.670492529349999905e+09,1.519214285714365542e+04
1.670492541339999914e+09,2.749857142860069871e+03
1.670492553349999905e+09,1.329690476190671325e+04
1.670492565339999914e+09,2.288309523809514940e+04
1.670492577349999905e+09,1.502195238095335662e+04
1.670492589339999914e+09,1.817666666666604578e+04
1.670492601349999905e+09,2.580904761904664338e+04
1.670492613339999914e+09,2.240295238095149398e+04
1.670492625349999905e+09,1.134061904761753976e+04
1.670492637339999914e+09,1.266714285714365542e+04
1.670492649349999905e+09,4.224380952382460237e+03
1.670492661339999914e+09,1.599847619047574699e+04
1.670492673349999905e+09,1.878247619047574699e+04
1.670492685349999905e+09,-5.157619047630578279e+02
1.670492697339999914e+09,-1.992952380955219269e+03
1.670492709349999905e+09,-6.076047619048506021e+03
1.670492721349999905e+09,-7.232238095238804817e+03
1.670492733349999905e+09,-1.645476190477609634e+03
1.670492745349999905e+09,-2.480857142856344581e+03
1.670492757339999914e+09,2.181714285716414452e+03
1.670492769349999905e+09,-9.466904761902987957e+03
1.670492781339999914e+09,-9.546142857141792774e+03
1.670492793349999905e+09,7.919714285718277097e+03
1.670492805339999914e+09,3.687619047630578279e+02
1.670492817349999905e+09,4.939523809526115656e+03
1.670492829339999914e+09,5.620476190485060215e+02
1.670492841349999905e+09,-8.251619047619402409e+03
1.670492853349999905e+09,-2.199719047619029880e+04
1.670492865339999914e+09,-1.600409523809514940e+04
1.670492877349999905e+09,-1.496371428571455181e+04
1.670492889349999905e+09,-3.749047619048506021e+03
1.670492901339999914e+09,-6.978000000000000000e+03
1.670492913349999905e+09,-2.808714285716414452e+03
1.670492925339999914e+09,3.331809523809701204e+03
1.670492937349999905e+09,9.132190476192161441e+03
1.670492949339999914e+09,1.437938095238246024e+04
1.670492961349999905e+09,2.462438095238246024e+04
1.670492973339999914e+09,1.774957142857462168e+04
1.670492985349999905e+09,3.558666666669771075e+03
1.670492997339999914e+09,9.254285714309662580e+02
1.670493009349999905e+09,-1.384252380952425301e+04
1.670493021349999905e+09,-2.690514285714365542e+04
1.670493033349999905e+09,-3.353338095238246024e+04
1.670493045339999914e+09,-1.882080952380970120e+04
1.670493057349999905e+09,-2.683228571428544819e+04
1.670493069339999914e+09,-8.046095238093286753e+03
1.670493081349999905e+09,-1.928085714285634458e+04
1.670493093339999914e+09,2.845000000000000000e+03
1.670493105349999905e+09,3.908571428582072258e+02
1.670493117339999914e+09,6.226428571430966258e+03
1.670493129349999905e+09,-2.513857142856344581e+03
1.670493141349999905e+09,1.238619047619402409e+03
1.670493153349999905e+09,9.535666666666045785e+03
1.670493165339999914e+09,4.435095238093286753e+03
1.670493177349999905e+09,1.345023809523507953e+04
1.670493189339999914e+09,1.308385714285448194e+04
1.670493201349999905e+09,5.243476190473884344e+03
1.670493213339999914e+09,-6.443333333333954215e+03
1.670493225349999905e+09,-4.566904761904850602e+03
1.670493237339999914e+09,-1.914595238095335662e+04
1.670493249349999905e+09,-2.060799999999813735e+04
1.670493261349999905e+09,-1.008371428571268916e+04
1.670493273349999905e+09,-1.183842857142724097e+04
1.670493285339999914e+09,-4.631666666664183140e+03
1.670493297349999905e+09,-8.562809523805975914e+03
1.670493309339999914e+09,-4.513428571427240968e+03
1.670493321349999905e+09,1.538966666666977108e+04
1.670493333339999914e+09,1.915019047619216144e+04
1.670493345349999905e+09,1.659585714285820723e+04
1.670493357349999905e+09,1.919323809523694217e+04
1.670493369339999914e+09,-2.859047619048506021e+03
1.670493381349999905e+09,1.015861904761940241e+04
1.670493393349999905e+09,-1.592714285714551806e+03
1.670493405339999914e+09,-3.065428571429103613e+03
1.670493417349999905e+09,3.895238095238804817e+03
1.670493429339999914e+09,-2.067666666666045785e+03
1.670493441349999905e+09,-1.382385714285820723e+04
1.670493453349999905e+09,-1.436676190476305783e+04
1.670493465349999905e+09,2.952380951493978500e+00
1.670493477339999914e+09,-6.520095238095149398e+03
1.670493489349999905e+09,-2.788857142856344581e+03
1.670493501339999914e+09,-1.021261904761940241e+04
1.670493513349999905e+09,1.820666666667908430e+03
1.670493525349999905e+09,6.525761904763057828e+03
1.670493537339999914e+09,-9.923809523805975914e+02
1.670493549349999905e+09,1.486500000000186265e+04
1.670493561349999905e+09,3.506476190479472280e+03
1.670493573349999905e+09,-1.356952380949631333e+03
1.670493585339999914e+09,6.186619047621265054e+03
1.670493597349999905e+09,3.884428571430966258e+03
1.670493609349999905e+09,7.058571428572759032e+03
1.670493621339999914e+09,8.908952380955219269e+03
1.670493633349999905e+09,2.501000000001862645e+03
1.670493645339999914e+09,9.558095238097012043e+02
1.670493657349999905e+09,-5.600904761906713247e+03
1.670493669339999914e+09,-6.005095238097012043e+03
1.670493681349999905e+09,-8.014285714287310839e+03
1.670493693339999914e+09,-1.674533333333581686e+04
1.670493705349999905e+09,-6.280190476192161441e+03
1.670493717339999914e+09,-1.065047619047574699e+04
1.670493729349999905e+09,-1.321971428571268916e+04
1.670493741349999905e+09,-1.625771428571268916e+04
1.670493753349999905e+09,-2.151523809524253011e+03
1.670493765339999914e+09,-4.803190476192161441e+03
1.670493777349999905e+09,-3.136904761906713247e+03
1.670493789339999914e+09,-2.352904761906713247e+03
1.670493801349999905e+09,1.987047619044780731e+03
1.670493813349999905e+09,3.537238095236942172e+03
1.670493825349999905e+09,2.733238095238804817e+03
1.670493837339999914e+09,-6.079761904763057828e+03
1.670493849349999905e+09,-7.380142857143655419e+03
1.670493861339999914e+09,-7.479238095236942172e+03
1.670493873349999905e+09,-1.121352380952239037e+04
1.670493885349999905e+09,-1.043095238093286753e+03
1.670493897339999914e+09,-2.943952380949631333e+03
1.670493909349999905e+09,7.241904761921614408e+02
1.670493921349999905e+09,-2.703047619044780731e+03
1.670493933339999914e+09,-1.295904761902987957e+03
1.670493945349999905e+09,1.221452380952611566e+04
1.670493957349999905e+09,8.945476190477609634e+03
1.670493969349999905e+09,-4.798380952380597591e+03
1.670493981339999914e+09,2.001538095238246024e+04
1.670493993349999905e+09,2.942909523809701204e+04
1.670494005349999905e+09,2.676009523809514940e+04
1.670494017339999914e+09,8.383000000000000000e+03
1.670494029349999905e+09,2.635576190476119518e+04
1.670494041349999905e+09,1.392247619047574699e+04
1.670494053339999914e+09,7.959666666664183140e+03
1.670494065349999905e+09,3.348904761902987957e+03
