2022-12-08T09:42:09.630Z,728.524,
2022-12-08T09:42:21.619Z,-2329.24,
2022-12-08T09:42:33.630Z,-221.905,
2022-12-08T09:42:45.619Z,-1443.05,
2022-12-08T09:42:57.630Z,-2781.62,
2022-12-08T09:43:09.619Z,-3824.29,
2022-12-08T09:43:21.630Z,-4138.67,
2022-12-08T09:43:33.619Z,-1253.33,
2022-12-08T09:43:45.630Z,-2547.67,
2022-12-08T09:43:57.619Z,-3299.57,
2022-12-08T09:44:09.630Z,2776.62,
2022-12-08T09:44:21.619Z,947.143,
2022-12-08T09:44:33.619Z,1146.95,
2022-12-08T09:44:45.630Z,493.857,
2022-12-08T09:44:57.619Z,2197.43,
2022-12-08T09:45:09.630Z,1071.90,
2022-12-08T09:45:21.630Z,-55.3333,
2022-12-08T09:45:33.630Z,-921.905,
2022-12-08T09:45:45.630Z,731.286,
2022-12-08T09:45:57.619Z,-71.2381,
2022-12-08T09:46:09.630Z,-1769.10,
2022-12-08T09:46:21.619Z,802.524,
2022-12-08T09:46:33.630Z,-1163.43,
2022-12-08T09:46:45.619Z,648.524,
2022-12-08T09:46:57.630Z,476.286,
2022-12-08T09:47:09.619Z,-4.00000,
2022-12-08T09:47:21.630Z,1536.14,
2022-12-08T09:47:33.640Z,-1348.71,
2022-12-08T09:47:45.619Z,-942.524,
2022-12-08T09:47:57.630Z,-1456.62,
2022-12-08T09:48:09.630Z,-935.714,
2022-12-08T09:48:21.619Z,-167.238,
2022-12-08T09:48:33.630Z,-1344.81,
2022-12-08T09:48:45.619Z,-315.667,
2022-12-08T09:48:57.630Z,1363.24,
2022-12-08T09:49:09.630Z,-928.429,
2022-12-08T09:49:21.619Z,5068.33,
2022-12-08T09:49:33.619Z,4421.00,
2022-12-08T09:49:45.630Z,3254.52,
2022-12-08T09:49:57.619Z,-690.857,
2022-12-08T09:50:09.619Z,3640.00,
2022-12-08T09:50:21.630Z,1271.05,
2022-12-08T09:50:33.630Z,5402.76,
2022-12-08T09:50:45.619Z,-2700.62,
2022-12-08T09:50:57.630Z,807.048,
2022-12-08T09:51:09.630Z,-685.762,
2022-12-08T09:51:21.630Z,-1785.86,
2022-12-08T09:51:33.619Z,974.714,
2022-12-08T09:51:45.630Z,-2585.76,
2022-12-08T09:51:57.630Z,-2296.14,
2022-12-08T09:52:09.630Z,-2586.38,
2022-12-08T09:52:21.630Z,-1797.52,
2022-12-08T09:52:33.630Z,-1270.48,
2022-12-08T09:52:45.619Z,-411.429,
2022-12-08T09:52:57.630Z,712.857,
2022-12-08T09:53:09.619Z,2873.67,
2022-12-08T09:53:21.630Z,3314.57,
2022-12-08T09:53:33.619Z,2268.52,
2022-12-08T09:53:45.630Z,907.905,
2022-12-08T09:53:57.619Z,1852.05,
2022-12-08T09:54:09.630Z,890.952,
2022-12-08T09:54:21.630Z,-2666.71,
2022-12-08T09:54:33.630Z,1866.38,
2022-12-08T09:54:45.619Z,1811.10,
2022-12-08T09:54:57.630Z,-1685.29,
2022-12-08T09:55:09.619Z,1038.48,
2022-12-08T09:55:21.630Z,-2716.29,
2022-12-08T09:55:33.619Z,400.143,
2022-12-08T09:55:45.630Z,1346.57,
2022-12-08T09:55:57.630Z,2611.67,
2022-12-08T09:56:09.630Z,-1065.48,
2022-12-08T09:56:21.630Z,384.810,
2022-12-08T09:56:33.630Z,-750.524,
2022-12-08T09:56:45.619Z,591.381,
2022-12-08T09:56:57.630Z,-432.571,
2022-12-08T09:57:09.619Z,-2516.29,
2022-12-08T09:57:21.630Z,-2156.14,
2022-12-08T09:57:33.630Z,-4422.95,
2022-12-08T09:57:45.630Z,-2906.33,
2022-12-08T09:57:57.619Z,-18.5238,
2022-12-08T09:58:09.630Z,-1888.81,
2022-12-08T09:58:21.619Z,1758.00,
2022-12-08T09:58:33.640Z,-2246.76,
2022-12-08T09:58:45.630Z,612.476,
2022-12-08T09:58:57.619Z,292.190,
2022-12-08T09:59:09.630Z,2534.67,
2022-12-08T09:59:21.630Z,1563.19,
2022-12-08T09:59:33.630Z,1664.86,
2022-12-08T09:59:45.619Z,3531.05,
2022-12-08T09:59:57.630Z,1392.62,
2022-12-08T10:00:09.630Z,466.952,
2022-12-08T10:00:21.619Z,-1790.57,
2022-12-08T10:00:33.630Z,-2549.62,
2022-12-08T10:00:45.619Z,1073.90,
2022-12-08T10:00:57.630Z,-3814.95,
2022-12-08T10:01:09.619Z,-982.000,
2022-12-08T10:01:21.630Z,-41.9048,
2022-12-08T10:01:33.619Z,-138.905,
2022-12-08T10:01:45.630Z,135.143,
2022-12-08T10:01:57.619Z,-718.524,
